,식당이름,카테고리,별점,리뷰 수,웹사이트,주소,지역명,위도,경도
497,오복반점,restaurant,3.8,232,https://place.map.kakao.com/25673014,대구 달성군 화원읍 명천로 146(지번) 화원읍 천내리 822,대구,35.8013089357357,128.50252452903
498,제니스뷔페 수성점,restaurant,4.6,97,https://place.map.kakao.com/20838440,"대구 수성구 달구벌대로 2435 두산위브제니스상가 301동 105,106호(지번) 범어동 179",대구,35.8609892465636,128.628267994973
499,마차이짬뽕 중앙로점,restaurant,4.9,52,https://place.map.kakao.com/15771180,대구 중구 중앙대로 385-1(지번) 동성로3가 35-6,대구,35.8675170092139,128.59332089107
500,바스코,restaurant,4.0,64,https://place.map.kakao.com/26886876,"대구 중구 동성로4길 100 1,2층(지번) 공평동 69-2",대구,35.86919981911318,128.59975325909204
515,아눅베이커스,cafe,4.0,190,https://place.map.kakao.com/1371713003,대구 수성구 동대구로58길 15(지번) 범어동 592-7,대구,35.8562892835419,128.62672994825
516,남경식당,restaurant,4.8,80,https://place.map.kakao.com/16497271,대구 서구 염색공단로11길 15(지번) 비산동 2008-84,대구,35.8864063842191,128.552364587979
517,여원찜갈비,restaurant,4.2,903,https://place.map.kakao.com/1922232972,대구 북구 복현로 182-27 2층(지번) 검단동 936-34,대구,35.9066450858203,128.62018610924
518,매화반점,restaurant,3.8,47,https://place.map.kakao.com/16324289,대구 남구 양지남길 141 1층(지번) 대명동 2146-19,대구,35.8515094003925,128.581039692797
519,산토리니레스토랑,restaurant,4.3,103,https://place.map.kakao.com/25933083,대구 남구 안지랑로5길 82(지번) 대명동 587-17,대구,35.8330593407152,128.565785076785
520,수운재,restaurant,4.3,117,https://place.map.kakao.com/11682530,대구 북구 옥산로9길 9-1(지번) 노원동1가 395,대구,35.886465539225,128.581210614266
521,성당동 제1능이버섯생국수 본점,restaurant,4.4,34,https://place.map.kakao.com/13582452,대구 달서구 장기로 51(지번) 성당동 486-1,대구,35.8425472210893,128.554945620256
522,에이엠다이닝키친 칠곡점,restaurant,3.9,205,https://place.map.kakao.com/1920271747,대구 북구 동천로 128-6 3층(지번) 동천동 909-1,대구,35.9426136853919,128.561278789481
523,나비다드481-1,cafe,4.7,126,https://place.map.kakao.com/1358579671,대구 수성구 만촌로3길 16 1층(지번) 만촌동 1030-10,대구,35.8603174299298,128.643863090767
524,이우철한방누룽지삼계탕,restaurant,3.7,33,https://place.map.kakao.com/1569893691,대구 달서구 용산로 82(지번) 장기동 531-1,대구,35.8445680357602,128.531140423949
525,공주당,cafe,4.4,451,https://place.map.kakao.com/2134098425,대구 중구 동성로 6-2(지번) 동성로3가 98,대구,35.867479392617,128.594383183928
526,월성참치,restaurant,4.0,78,https://place.map.kakao.com/590473204,대구 달서구 상원로 179-4 201호(지번) 월성동 1190,대구,35.8231976813349,128.526377369263
527,미남장어 수성점,restaurant,3.8,154,https://place.map.kakao.com/1105745758,대구 수성구 들안로 56(지번) 두산동 138-11,대구,35.8347022995048,128.617073012279
528,벽돌집,cafe,4.1,433,https://place.map.kakao.com/913767301,대구 중구 동덕로14길 13 1-2층(지번) 대봉동 18-1,대구,35.8611729644615,128.604712985834
529,여로식육식당,restaurant,4.2,79,https://place.map.kakao.com/12083723,대구 동구 동부로30길 31 1층(지번) 신천동 376-2,대구,35.8741969410256,128.629007395012
530,2호집돼지국밥,restaurant,4.3,1,https://place.map.kakao.com/21439031,대구 수성구 청솔로12길 40 1층(지번) 황금동 705-1,대구,35.8500445128978,128.622922268658
531,스노우피,restaurant,4.6,106,https://place.map.kakao.com/1721385718,대구 중구 중앙대로 391 에비뉴8번가 1층 116호(지번) 동성로3가 8,대구,35.8679837534297,128.593018804908
532,12키친,restaurant,4.0,135,https://place.map.kakao.com/21146991,대구 수성구 무학로11길 10 1층(지번) 상동 408-3,대구,35.8301526456995,128.61515326323
533,낙칼 본점,restaurant,4.6,306,https://place.map.kakao.com/312601266,대구 달서구 대명천로 194 1층(지번) 본리동 82-2,대구,35.8412034310858,128.538882008338
534,비둘기,cafe,4.3,100,https://place.map.kakao.com/1360587204,대구 중구 동덕로30길 110 1층(지번) 삼덕동3가 137-4,대구,35.8660408162154,128.609745757007
535,도토리원돈가스,restaurant,4.6,183,https://place.map.kakao.com/12096312,대구 북구 대학로23길 23 2층(지번) 산격동 1331-6,대구,35.8937790295624,128.609714625989
536,청라연,restaurant,4.2,126,https://place.map.kakao.com/1923122327,대구 남구 두류공원로 62 1층(지번) 대명동 1649-4,대구,35.8430121949655,128.571637872063
537,홍이네대왕조개전골 본점,restaurant,3.7,223,https://place.map.kakao.com/638802536,대구 달서구 선원로53길 34-18(지번) 용산동 489-1,대구,35.8602332664985,128.523022597135
538,짜장나라돌판공주,restaurant,4.7,367,https://place.map.kakao.com/921173289,대구 중구 동성로5길 22 2층(지번) 삼덕동1가 8-4,대구,35.8676874147031,128.595696732874
539,똥집대통령,restaurant,4.8,56,https://place.map.kakao.com/14578510,대구 동구 아양로9길 7(지번) 신암동 597-9,대구,35.8827947371737,128.618721331128
540,금마루한정식,restaurant,3.5,16,https://place.map.kakao.com/8219249,대구 동구 아양로 253(지번) 신암동 1557,대구,35.8879145905807,128.640227366001
541,미가식당,restaurant,3.5,211,https://place.map.kakao.com/14529255,대구 달서구 달구벌대로309길 18 1층(지번) 죽전동 273-1,대구,35.8506981844089,128.535225369715
542,마코토,restaurant,3.5,521,https://place.map.kakao.com/140108348,대구 중구 동성로2길 18-6 1층(지번) 봉산동 21-1,대구,35.8666222903062,128.596684714802
543,빠리바닷가재,restaurant,4.1,60,https://place.map.kakao.com/1838966975,대구 수성구 용학로 84(지번) 두산동 898-5,대구,35.8258478885129,128.618861955449
544,녹양구이 들안길본점,restaurant,3.5,194,https://place.map.kakao.com/21371994,대구 수성구 무학로17길 21(지번) 두산동 174-2,대구,35.8303278512217,128.617670319229
545,일통왕소금구이,restaurant,4.3,241,https://place.map.kakao.com/422434582,대구 수성구 달구벌대로 2341-1 1층(지번) 수성동4가 1020-23,대구,35.8599567315317,128.618545796408
546,커피맛을조금아는남자 본점,cafe,4.2,307,https://place.map.kakao.com/19713278,대구 수성구 범어천로 153(지번) 수성동4가 985-5,대구,35.8605972845882,128.622138112787
547,돌담대구,restaurant,4.4,234,https://place.map.kakao.com/274212389,대구 중구 달구벌대로 2113-13 1층(지번) 덕산동 127-16,대구,35.8660199567825,128.594772644523
548,킨슈,restaurant,4.4,511,https://place.map.kakao.com/128052435,대구 중구 이천로 230-9(지번) 봉산동 185-17,대구,35.8619920089286,128.59973435311
549,빠다롤더테라스,cafe,3.8,133,https://place.map.kakao.com/648644645,대구 달서구 조암남로14길 42 2층(지번) 월성동 1180,대구,35.8227224214191,128.525539058783
550,신짜오 본점,restaurant,3.6,123,https://place.map.kakao.com/11520626,대구 수성구 수성못6길 20-6 1-2층(지번) 두산동 716-1,대구,35.8269493636409,128.624337250655
551,쵸이,restaurant,4.1,136,https://place.map.kakao.com/1944888838,대구 중구 공평로8길 47 1층(지번) 삼덕동2가 40-11,대구,35.8665245179771,128.60262530529
552,8번가갈비살,restaurant,4.4,64,https://place.map.kakao.com/27407963,대구 수성구 들안로 71(지번) 상동 49-5,대구,35.8362207240712,128.616443814513
553,허대구대구통닭 본점,restaurant,3.9,44,https://place.map.kakao.com/8283410,대구 수성구 들안로 380(지번) 수성동4가 1012-26,대구,35.8638715245298,128.618240596238
554,큰집삼계탕,restaurant,4.1,31,https://place.map.kakao.com/16633414,대구 동구 효목로1길 21(지번) 효목동 471-7,대구,35.874124755108,128.638229512966
555,미츠팡,restaurant,4.1,122,https://place.map.kakao.com/967298961,대구 중구 동성로12길 21 1층(지번) 문화동 7-9,대구,35.8715351879169,128.596972626153
556,대구수성남선옥한우,restaurant,4.5,343,https://place.map.kakao.com/25089383,대구 수성구 들안로 88 1층(지번) 두산동 35-5,대구,35.837607320784,128.617313918883
557,호어모아,restaurant,4.7,378,https://place.map.kakao.com/127437544,대구 남구 안지랑로5길 88 1층(지번) 대명동 587-15,대구,35.8330622030092,128.565461663636
558,초이스엠,cafe,3.6,581,https://place.map.kakao.com/10085306,대구 동구 팔공산로 260(지번) 덕곡동 105-1,대구,35.9928859290926,128.613925730523
559,정대감능이백숙 성서점,restaurant,4.0,113,https://place.map.kakao.com/16611714,대구 달서구 새방로 16 지하1층(지번) 용산동 573-5,대구,35.8602384644359,128.521496005198
560,스완네,cafe,4.3,408,https://place.map.kakao.com/1621069822,대구 수성구 동대구로80길 73(지번) 범어동 131-7,대구,35.8659447053136,128.631156681226
561,로벤,restaurant,4.4,227,https://place.map.kakao.com/610628929,대구 중구 달구벌대로 2125-12 1층(지번) 봉산동 34-10,대구,35.8656778674599,128.596022107666
562,코즈,cafe,3.5,301,https://place.map.kakao.com/1076815793,대구 중구 달구벌대로 2125-8 1층(지번) 봉산동 34-11,대구,35.8655738109755,128.596060872112
563,안심농장직영식육식당,restaurant,3.5,61,https://place.map.kakao.com/10065017,대구 동구 대경로 1(지번) 숙천동 210-1,대구,35.8757176104856,128.755715789617
564,해동성,restaurant,3.6,22,https://place.map.kakao.com/16284500,대구 달서구 월배로 389(지번) 송현동 1930-24,대구,35.8296303269303,128.550135823789
565,스틸301,cafe,3.5,410,https://place.map.kakao.com/1603783452,대구 군위군 산성면 산성가음로 996(지번) 산성면 화전리 301,대구,36.1458650348294,128.711131523791
566,금이옥,restaurant,4.4,150,https://place.map.kakao.com/27375274,대구 중구 국채보상로143길 2(지번) 동인동4가 71,대구,35.8689356992153,128.608887397054
567,고바슨,cafe,4.1,8,https://place.map.kakao.com/430448136,대구 수성구 용학로 92-4 수성스퀘어 1층(지번) 두산동 863-3,대구,35.8252468099684,128.62014680557
568,정미네식당,restaurant,4.1,440,https://place.map.kakao.com/16286575,대구 달성군 가창면 헐티로2길 26 1층(지번) 가창면 정대리 774,대구,35.747462059718,128.554326165412
569,양곱화,restaurant,3.9,774,https://place.map.kakao.com/378432407,대구 수성구 들안로 80 1층(지번) 두산동 35-1,대구,35.8370436959644,128.617136806106
570,포항회물회,restaurant,3.7,10,https://place.map.kakao.com/1453655371,대구 수성구 범어로20길 19(지번) 범어동 208-10,대구,35.8579993448124,128.636782312497
571,진흥반점,restaurant,3.6,357,https://place.map.kakao.com/11512812,대구 남구 이천로28길 43-2 1층(지번) 이천동 311-28,대구,35.854795727131,128.600500079153
572,송해와오리백숙,restaurant,3.8,104,https://place.map.kakao.com/15274223,대구 동구 율하서로 76(지번) 율하동 1310,대구,35.8631712045698,128.689704959061
573,옛날국수,restaurant,3.5,34,https://place.map.kakao.com/19512117,대구 중구 중앙대로 439-1(지번) 향촌동 74-5,대구,35.872540694129,128.59402778295
574,영화옥,restaurant,4.0,78,https://place.map.kakao.com/1555957443,대구 중구 북성로 68-1 1층(지번) 북성로2가 48,대구,35.8739172292724,128.589823316652
575,청학식당,restaurant,4.0,161,https://place.map.kakao.com/16787927,대구 남구 봉덕로1길 52-1(지번) 봉덕동 599-12,대구,35.8478071134765,128.591434976485
576,반미리코,restaurant,3.5,58,https://place.map.kakao.com/26224440,대구 북구 대학로23길 7 1층(지번) 산격동 1321-5,대구,35.8946605386626,128.611084050105
577,길섶한우 대곡점,restaurant,4.7,369,https://place.map.kakao.com/860400596,대구 달서구 명천로 43 5동 1층(지번) 대곡동 19-65,대구,35.8056639118347,128.512446782421
578,개정 수성못점,restaurant,4.9,80,https://place.map.kakao.com/510903147,대구 수성구 수성못2길 3 2층(지번) 두산동 663,대구,35.825886534886,128.62233745299
579,제일숯불막창 본점,restaurant,4.2,272,https://place.map.kakao.com/8580160,대구 수성구 동대구로29길 31(지번) 황금동 841-2,대구,35.8433074976407,128.623408089276
580,대명돼지국밥,restaurant,4.2,73,https://place.map.kakao.com/8308868,대구 북구 호국로43길 27-12 1층(지번) 서변동 1750-13,대구,35.9205552401877,128.595903669617
581,해가빛코다리&쭈꾸미,restaurant,4.3,36,https://place.map.kakao.com/2003393604,대구 북구 동암로12길 17 1층(지번) 동천동 954-7,대구,35.9434108508941,128.556851914718
582,팔선생,restaurant,3.5,148,https://place.map.kakao.com/1142504527,대구 수성구 범어천로 170-1 1층(지번) 범어동 2201,대구,35.8620206844484,128.622754954414
583,오레가노,restaurant,4.0,803,https://place.map.kakao.com/1986446778,대구 중구 동성로2길 27-1 1층(지번) 삼덕동1가 11-6,대구,35.8671994279423,128.596159238403
584,팬아시아 수성못점,restaurant,4.3,351,https://place.map.kakao.com/1105040960,대구 수성구 수성못2길 15(지번) 두산동 689,대구,35.8255392883,128.623134161014
585,서울등심 대구본점,restaurant,5.0,39,https://place.map.kakao.com/11138767,대구 서구 문화로 346-1(지번) 비산동 451-24,대구,35.8758367052678,128.570581853012
586,샤이라멘,restaurant,4.3,209,https://place.map.kakao.com/1672433575,대구 동구 동부로32길 2 1층(지번) 신천동 387-3,대구,35.8768524882269,128.630668481126
587,라마앤바바나,restaurant,3.8,226,https://place.map.kakao.com/11520622,대구 중구 동성로3길 3 2층(지번) 봉산동 25-11,대구,35.8655151518231,128.597124818454
588,인비노,restaurant,4.9,19,https://place.map.kakao.com/8048805,대구 수성구 범안로1길 26 1층(지번) 지산동 1212-17,대구,35.8191326635682,128.636087465857
589,태진짬뽕,restaurant,4.6,16,https://place.map.kakao.com/1587003754,대구 동구 송라로 43 1층(지번) 신천동 739-18,대구,35.8711228919667,128.619217990801
590,한결같은식당,restaurant,4.5,351,https://place.map.kakao.com/654383478,대구 남구 봉덕남로 63 1층(지번) 봉덕동 718-13,대구,35.8424511653779,128.593282937362
591,고향손국수,restaurant,4.4,82,https://place.map.kakao.com/15916993,대구 동구 팔공로26길 13 1층(지번) 불로동 586-4,대구,35.910180090428,128.64235299752
592,오세요 카페테리아,restaurant,3.5,101,https://place.map.kakao.com/743747413,대구 동구 효신로16길 3(지번) 효목동 273-15,대구,35.8785183704032,128.631096815342
593,모닥 동대구역점,restaurant,4.6,60,https://place.map.kakao.com/1710313686,대구 동구 동부로34길 6(지번) 신천동 387-4,대구,35.8769320651332,128.630661365255
594,파도집,restaurant,3.7,82,https://place.map.kakao.com/232853942,대구 북구 고성북로 35-1(지번) 고성동3가 74,대구,35.8829643471294,128.582926122663
595,삼락원냉면,restaurant,4.1,124,https://place.map.kakao.com/26558026,대구 중구 동성로6길 12-3 1층(지번) 공평동 41,대구,35.8686872136437,128.596091544034
